10,7,10,2,8,11
11,6,12,11,8,10
12,6,12,11,9,13
13,4,14,13,9,12
14,4,14,13,5,15
15,3,16,15,5,14
16,3,16,15,18,17
18,18,17,16,3,19
20,20,3,5,21,19
21,20,5,21,4,22
22,22,4,9,23,21
23,22,9,23,6,24
24,24,6,8,25,23
25,24,8,25,7,26
26,26,7,27,1,25
27,7,2,27,26,1
