3,3,16,15,5,18,20,19
4,4,14,13,9,5,22,21
5,3,15,5,20,21,14,4
6,6,12,11,8,9,24,23
7,7,10,2,27,8,26,25
8,6,11,8,24,25,10,7
9,4,13,9,22,23,12,6
